[5/11/2015 - 13:26:14] (::1|)  => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => '@leLab_E1 @PierreMinnaert est Chargé projet "Tourisme nature développement durable" Comité région IdF...il n\'est pas membre fédéral #EELV
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    489362362747846656 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_TRISTESSE.xml',
      'content' => 'Plaidoyer de B.Coriat_Economistes atterrés pour des investissements publics dans l\'#écologie et l\'#énergie @atterres
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    490059352871800832 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_DEVALORISATION.xml',
      'content' => 'L\'ignorance sur le réchauffement climatique est si grande qu\'UMPrimaire pense que l\'or est le meilleur métal à mettre dans une clim\'géante !
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    507411251035521024 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_SURPRISE_NEGATIVE.xml',
      'content' => '#GCO : les écologistes strasbourgeois sont "stupéfaits" -
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    489281731732574208 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => '#UBIFRANCE Le marché de l\'électricité et des énergies renouvelables en Angola
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    489095117446586368 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INSATISFACTION.xml',
      'content' => 'L’#UE somme les Etats d’optimiser les #dépenses en faveur des #ENR
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    489322165486247937 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => 'Baignade écologique : 55m2 d’eau pure à l´abri des regards -
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    489017738611154944 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => 'Actu-Environnement: l\'actualité quotidienne du secteur de l\'Environnement et du Développement Durable
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    489018267462565888 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_DESACCORD.xml',
      'content' => 'Loup : Dysfonctionnement inacceptable du Parc National des Ecrins
',
    ),
    489863586437541888 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => 'Le vrai impact écologique du Tour de France
',
    ),
    489138712732008448 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INSATISFACTION.xml',
      'content' => '@MisterC00l Il manque l\'écosystème Apple :)
',
    ),
    490038666421895168 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_ENNUI.xml',
      'content' => 'je ressent enfin le réchauffement climatique en action :) RT @NoraGaspard: Ça vous ennuie si j\'enlève mes chaussures ? Mon chemisier ?
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    489138712732008448 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INSATISFACTION.xml',
      'content' => '@MisterC00l Il manque l\'écosystème Apple :)
',
    ),
    489754168513409026 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => 'Les applications spatiales au service de la transition écologique, par @ecologiEnergie
',
    ),
    489357312746725376 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_DESACCORD.xml',
      'content' => 'Le secteur agricole africain : les défis à rele...
',
    ),
    506856916455526400 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_DEPLAISIR.xml',
      'content' => '@attac_fr @frebsamen @EmmanuelMacron @_PhMartin_, lamentable ministre écologie prônant chasse, corrida, gavage des oies et autres horreurs
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    488968657935278080 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => 'Nicolas Vanier, le trophée de plomb de l\'ASPAS pour ses actions anti-écologistes
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    489335684394913792 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_ACCORD.xml',
      'content' => 'Le Sénégal souscrit à un mécanisme panafricain d\'assurance contre les sécheresses
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:18] (::1|)  => array (
  'prevform' => 
  array (
    489295776284426240 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_SATISFACTION.xml',
      'content' => 'Merci @savinanne pour RT Fontaine-Daniel : une si belle #histoire
',
    ),
  ),
)
[19/11/2015 - 21:35:18] (::1|)  => array (
)
[19/11/2015 - 21:35:19] (::1|)  => array (
  'prevform' => 
  array (
    489302780033892352 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_DEVALORISATION.xml',
      'content' => 'Ils servent à rien dans l\'écosystème en plus ces pd
',
    ),
  ),
)
[19/11/2015 - 21:35:19] (::1|)  => array (
)
[19/11/2015 - 21:35:22] (::1|)  => array (
  'prevform' => 
  array (
    489327703909490689 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_ACCORD.xml',
      'content' => 'La #Commission valide la réforme sur les renouvelables en Allemagne https://t.co/iRG61lgXnh
',
    ),
    489074605617725440 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => '#activités #guide #ballade #marche #forêt #biodiversité #végétation #faune avec mes #hôtes #américains…
',
    ),
    490038666421895168 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_ENNUI.xml',
      'content' => 'je ressent enfin le réchauffement climatique en action :) RT @NoraGaspard: Ça vous ennuie si j\'enlève mes chaussures ? Mon chemisier ?
',
    ),
    489095117446586368 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INSATISFACTION.xml',
      'content' => 'L’#UE somme les Etats d’optimiser les #dépenses en faveur des #ENR
',
    ),
  ),
)
[19/11/2015 - 21:35:22] (::1|)  => array (
  '489327703909490689_489074605617725440_490038666421895168_489095117446586368' => 
  array (
    'sid_0' => '489327703909490689',
    'valence_0' => '3',
    'sid_1' => '489074605617725440',
    'valence_1' => '0',
    'sid_2' => '490038666421895168',
    'valence_2' => '0',
    'sid_3' => '489095117446586368',
    'valence_3' => '0',
    'sourcecat' => '["EMOTION","SENTIMENT","INFORMATION","OPINION"]',
    'submit' => 'Soumettre',
  ),
)
[19/11/2015 - 21:35:22] (::1|)  => /home/paul/projects/custom/cpm/data/demo_pap/extractdeftsubsetfromentry.py /tmp/demo_deft_hyp /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T2.1b.txt
[19/11/2015 - 21:35:22] (::1|)  => array (
  'prevresult' => 
  array (
    'content' => '<form method="post" name="489327703909490689_489074605617725440_490038666421895168_489095117446586368" action="http://localhost:80/cpm/demo/t2/multiple/result/result" id="form-489327703909490689_489074605617725440_490038666421895168_489095117446586368"><div><div><span><div class="form-item-title"></div><input type="hidden" name="489327703909490689_489074605617725440_490038666421895168_489095117446586368[sid_0]" value="489327703909490689"/></span><h3>1/4</h3><div style="width:100%; display:block;">489327703909490689</div><div class="panel" style="display:inline-block; width:800px;">La #Commission valide la réforme sur les renouvelables en Allemagne https://t.co/iRG61lgXnh
</div><span><span class="form-item-title"></span><select type="select" name="489327703909490689_489074605617725440_490038666421895168_489095117446586368[valence_0]" style="margin-left:50px; max-width:100px;" value="3"><option  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option selected  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="489327703909490689_489074605617725440_490038666421895168_489095117446586368[sid_1]" value="489074605617725440"/></span><h3>2/4</h3><div style="width:100%; display:block;">489074605617725440</div><div class="panel" style="display:inline-block; width:800px;">#activités #guide #ballade #marche #forêt #biodiversité #végétation #faune avec mes #hôtes #américains…
</div><span><span class="form-item-title"></span><select type="select" name="489327703909490689_489074605617725440_490038666421895168_489095117446586368[valence_1]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="489327703909490689_489074605617725440_490038666421895168_489095117446586368[sid_2]" value="490038666421895168"/></span><h3>3/4</h3><div style="width:100%; display:block;">490038666421895168</div><div class="panel" style="display:inline-block; width:800px;">je ressent enfin le réchauffement climatique en action :) RT @NoraGaspard: Ça vous ennuie si j\'enlève mes chaussures ? Mon chemisier ?
</div><span><span class="form-item-title"></span><select type="select" name="489327703909490689_489074605617725440_490038666421895168_489095117446586368[valence_2]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="489327703909490689_489074605617725440_490038666421895168_489095117446586368[sid_3]" value="489095117446586368"/></span><h3>4/4</h3><div style="width:100%; display:block;">489095117446586368</div><div class="panel" style="display:inline-block; width:800px;">L’#UE somme les Etats d’optimiser les #dépenses en faveur des #ENR
</div><span><span class="form-item-title"></span><select type="select" name="489327703909490689_489074605617725440_490038666421895168_489095117446586368[valence_3]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="489327703909490689_489074605617725440_490038666421895168_489095117446586368[sourcecat]" value="["EMOTION","SENTIMENT","INFORMATION","OPINION"]"/></span><span><div class="form-item-title"></div><input type="submit" name="489327703909490689_489074605617725440_490038666421895168_489095117446586368[submit]" action="" style="margin-left:40%;display:none;" class="button" value="Soumettre"/></span></div></div> 
    </form>',
    'result' => '<div id="item-result-0" class="item-result-false"><div style="padding-top:35px;">OPINION</div></div><div id="item-result-1" class="item-result-false"><div style="padding-top:35px;">INFORMATION</div></div><div id="item-result-2" class="item-result-false"><div style="padding-top:35px;">EMOTION</div></div><div id="item-result-3" class="item-result-false"><div style="padding-top:35px;">SENTIMENT</div></div><script>
    var children = jQuery("form").children();
    console.log(children);
    for(var i in children){
      var height = jQuery(children[i]).height();
      jQuery("#item-result-"+i).height(height-60);
      jQuery("#item-result-"+i).css("margin-top","60px");
    }
  </script>',
  ),
)
[19/11/2015 - 21:35:22] (::1|)  => array (
)
[19/11/2015 - 21:35:23] (::1|)  => array (
)
[19/11/2015 - 21:35:23] (::1|)  => array (
)
[19/11/2015 - 21:35:26] (::1|)  => array (
  'prevform' => 
  array (
    507194988304674816 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_SURPRISE_POSITIVE.xml',
      'content' => '#GCO : les écologistes strasbourgeois sont "stupéfaits"  #Strasbourg #bisbilles #PS #EELV -
',
    ),
    489095117446586368 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INSATISFACTION.xml',
      'content' => 'L’#UE somme les Etats d’optimiser les #dépenses en faveur des #ENR
',
    ),
    487509876676247552 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_DEVALORISATION.xml',
      'content' => '"@futurasciences: Les appareils connectés en mode veille : un gâchis planétaire
',
    ),
    489403706333339648 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => 'Big data et voitures connectées :
',
    ),
  ),
)
[19/11/2015 - 21:35:26] (::1|)  => array (
  '507194988304674816_489095117446586368_487509876676247552_489403706333339648' => 
  array (
    'sid_0' => '507194988304674816',
    'valence_0' => '3',
    'sid_1' => '489095117446586368',
    'valence_1' => '0',
    'sid_2' => '487509876676247552',
    'valence_2' => '0',
    'sid_3' => '489403706333339648',
    'valence_3' => '0',
    'sourcecat' => '["EMOTION","SENTIMENT","INFORMATION","OPINION"]',
    'submit' => 'Soumettre',
  ),
)
[19/11/2015 - 21:35:26] (::1|)  => /home/paul/projects/custom/cpm/data/demo_pap/extractdeftsubsetfromentry.py /tmp/demo_deft_hyp /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T2.1b.txt
[19/11/2015 - 21:35:26] (::1|)  => array (
  'prevresult' => 
  array (
    'content' => '<form method="post" name="507194988304674816_489095117446586368_487509876676247552_489403706333339648" action="http://localhost:80/cpm/demo/t2/multiple/result/result/result" id="form-507194988304674816_489095117446586368_487509876676247552_489403706333339648"><div><div><span><div class="form-item-title"></div><input type="hidden" name="507194988304674816_489095117446586368_487509876676247552_489403706333339648[sid_0]" value="507194988304674816"/></span><h3>1/4</h3><div style="width:100%; display:block;">507194988304674816</div><div class="panel" style="display:inline-block; width:800px;">#GCO : les écologistes strasbourgeois sont "stupéfaits"  #Strasbourg #bisbilles #PS #EELV -
</div><span><span class="form-item-title"></span><select type="select" name="507194988304674816_489095117446586368_487509876676247552_489403706333339648[valence_0]" style="margin-left:50px; max-width:100px;" value="3"><option  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option selected  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="507194988304674816_489095117446586368_487509876676247552_489403706333339648[sid_1]" value="489095117446586368"/></span><h3>2/4</h3><div style="width:100%; display:block;">489095117446586368</div><div class="panel" style="display:inline-block; width:800px;">L’#UE somme les Etats d’optimiser les #dépenses en faveur des #ENR
</div><span><span class="form-item-title"></span><select type="select" name="507194988304674816_489095117446586368_487509876676247552_489403706333339648[valence_1]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="507194988304674816_489095117446586368_487509876676247552_489403706333339648[sid_2]" value="487509876676247552"/></span><h3>3/4</h3><div style="width:100%; display:block;">487509876676247552</div><div class="panel" style="display:inline-block; width:800px;">"@futurasciences: Les appareils connectés en mode veille : un gâchis planétaire
</div><span><span class="form-item-title"></span><select type="select" name="507194988304674816_489095117446586368_487509876676247552_489403706333339648[valence_2]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="507194988304674816_489095117446586368_487509876676247552_489403706333339648[sid_3]" value="489403706333339648"/></span><h3>4/4</h3><div style="width:100%; display:block;">489403706333339648</div><div class="panel" style="display:inline-block; width:800px;">Big data et voitures connectées :
</div><span><span class="form-item-title"></span><select type="select" name="507194988304674816_489095117446586368_487509876676247552_489403706333339648[valence_3]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="507194988304674816_489095117446586368_487509876676247552_489403706333339648[sourcecat]" value="["EMOTION","SENTIMENT","INFORMATION","OPINION"]"/></span><span><div class="form-item-title"></div><input type="submit" name="507194988304674816_489095117446586368_487509876676247552_489403706333339648[submit]" action="" style="margin-left:40%;display:none;" class="button" value="Soumettre"/></span></div></div> 
    </form>',
    'result' => '<div id="item-result-0" class="item-result-false"><div style="padding-top:35px;">EMOTION</div></div><div id="item-result-1" class="item-result-false"><div style="padding-top:35px;">SENTIMENT</div></div><div id="item-result-2" class="item-result-false"><div style="padding-top:35px;">OPINION</div></div><div id="item-result-3" class="item-result-false"><div style="padding-top:35px;">INFORMATION</div></div><script>
    var children = jQuery("form").children();
    console.log(children);
    for(var i in children){
      var height = jQuery(children[i]).height();
      jQuery("#item-result-"+i).height(height-60);
      jQuery("#item-result-"+i).css("margin-top","60px");
    }
  </script>',
  ),
)
[19/11/2015 - 21:35:26] (::1|)  => array (
)
[19/11/2015 - 21:35:26] (::1|)  => array (
)
[19/11/2015 - 21:35:26] (::1|)  => array (
)
[19/11/2015 - 21:35:26] (::1|)  => array (
  'prevform' => 
  array (
    488374479215931392 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INSATISFACTION.xml',
      'content' => '@PierreMinnaert c est grave l\'incitation aux conflits  !! Oui a l écologie mais non aux écologistes !@JVPlace
',
    ),
    505339685557006336 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_APAISEMENT.xml',
      'content' => 'Merci à tous les pompiers @ParcsCanada pour garantir la diversité de l’écosystème de la forêt boréale
',
    ),
    487360659517345792 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => 'Chez #cleaetroman les envois #gratuit  sont en lettre verte pour la France metro. #reduction émission de #co2
',
    ),
    506092670746243072 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_DESACCORD.xml',
      'content' => '@NicolasTetrault Syndicats, lobby et écologistes bloquent tout développement au QC #ceic #plq
',
    ),
  ),
)
[19/11/2015 - 21:35:26] (::1|)  => array (
)
[19/11/2015 - 21:35:26] (::1|)  => array (
  'prevform' => 
  array (
    489049705603940352 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_DEVALORISATION.xml',
      'content' => '#Biodiversité : Victimes de la route les #serpents disparaissent
',
    ),
    489918127023464449 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_APAISEMENT.xml',
      'content' => '#ecologie Le premier été silencieux de l’histoire du monde
',
    ),
    489439067084296192 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => 'Les toilettes de train Thaïlandais = trou qui mène directement aux rails... 100% écologique
',
    ),
    489668650081583104 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_SATISFACTION.xml',
      'content' => 'Marquages aux sols qui s\'efface, bravo pour le choix écologique et visuel de Bernay... | @scoopit
',
    ),
  ),
)
[19/11/2015 - 21:35:26] (::1|)  => array (
)
[19/11/2015 - 21:35:28] (::1|)  => array (
  'prevform' => 
  array (
    487575629282693121 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_SATISFACTION.xml',
      'content' => 'Bravo @VilleLongueuil pour votre vision d\'une #agriculture durable et écoresponsable.
',
    ),
    489436130283388928 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_DESACCORD.xml',
      'content' => 'Compte rendu du procès d\'Orléans à propos du fauchage de tournesols mutés.
',
    ),
    488450121751732224 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_COLERE.xml',
      'content' => 'MDRRR IL SONT CONS SES PALESTINIENS?? Le truc le moins possibles ils tirent sur leurs centrales electriques 😹😹😹
',
    ),
    489009640651649024 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => '@Cuisiconscience par exemple ce qui est visible n\'est que très rarement ce qui pollue le  ! #pollution #ecologie #politique Frédéric Denhez
',
    ),
  ),
)
[19/11/2015 - 21:35:28] (::1|)  => array (
)
[19/11/2015 - 21:35:30] (::1|)  => array (
  'prevform' => 
  array (
    507194988304674816 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_SURPRISE_POSITIVE.xml',
      'content' => '#GCO : les écologistes strasbourgeois sont "stupéfaits"  #Strasbourg #bisbilles #PS #EELV -
',
    ),
    488687374906712065 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INFORMATION.xml',
      'content' => 'La biodiversité: avant [AMPERSAND]maintenant
',
    ),
    490071704199528448 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_VALORISATION.xml',
      'content' => 'L\'algue A.F.A : un écosystème d\'une richesse nutritive exceptionnelle
',
    ),
    489138712732008448 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INSATISFACTION.xml',
      'content' => '@MisterC00l Il manque l\'écosystème Apple :)
',
    ),
  ),
)
[19/11/2015 - 21:35:30] (::1|)  => array (
  '507194988304674816_488687374906712065_490071704199528448_489138712732008448' => 
  array (
    'sid_0' => '507194988304674816',
    'valence_0' => '0',
    'sid_1' => '488687374906712065',
    'valence_1' => '0',
    'sid_2' => '490071704199528448',
    'valence_2' => '0',
    'sid_3' => '489138712732008448',
    'valence_3' => '0',
    'sourcecat' => '["EMOTION","SENTIMENT","INFORMATION","OPINION"]',
    'submit' => 'Soumettre',
  ),
)
[19/11/2015 - 21:35:30] (::1|)  => /home/paul/projects/custom/cpm/data/demo_pap/extractdeftsubsetfromentry.py /tmp/demo_deft_hyp /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T2.1b.txt
[19/11/2015 - 21:35:30] (::1|)  => array (
  'prevresult' => 
  array (
    'content' => '<form method="post" name="507194988304674816_488687374906712065_490071704199528448_489138712732008448" action="http://localhost:80/cpm/demo/t2/multiple/result/result/result/result" id="form-507194988304674816_488687374906712065_490071704199528448_489138712732008448"><div><div><span><div class="form-item-title"></div><input type="hidden" name="507194988304674816_488687374906712065_490071704199528448_489138712732008448[sid_0]" value="507194988304674816"/></span><h3>1/4</h3><div style="width:100%; display:block;">507194988304674816</div><div class="panel" style="display:inline-block; width:800px;">#GCO : les écologistes strasbourgeois sont "stupéfaits"  #Strasbourg #bisbilles #PS #EELV -
</div><span><span class="form-item-title"></span><select type="select" name="507194988304674816_488687374906712065_490071704199528448_489138712732008448[valence_0]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="507194988304674816_488687374906712065_490071704199528448_489138712732008448[sid_1]" value="488687374906712065"/></span><h3>2/4</h3><div style="width:100%; display:block;">488687374906712065</div><div class="panel" style="display:inline-block; width:800px;">La biodiversité: avant [AMPERSAND]maintenant
</div><span><span class="form-item-title"></span><select type="select" name="507194988304674816_488687374906712065_490071704199528448_489138712732008448[valence_1]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="507194988304674816_488687374906712065_490071704199528448_489138712732008448[sid_2]" value="490071704199528448"/></span><h3>3/4</h3><div style="width:100%; display:block;">490071704199528448</div><div class="panel" style="display:inline-block; width:800px;">L\'algue A.F.A : un écosystème d\'une richesse nutritive exceptionnelle
</div><span><span class="form-item-title"></span><select type="select" name="507194988304674816_488687374906712065_490071704199528448_489138712732008448[valence_2]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="507194988304674816_488687374906712065_490071704199528448_489138712732008448[sid_3]" value="489138712732008448"/></span><h3>4/4</h3><div style="width:100%; display:block;">489138712732008448</div><div class="panel" style="display:inline-block; width:800px;">@MisterC00l Il manque l\'écosystème Apple :)
</div><span><span class="form-item-title"></span><select type="select" name="507194988304674816_488687374906712065_490071704199528448_489138712732008448[valence_3]" style="margin-left:50px; max-width:100px;" value="0"><option selected  value="0"></option><option  value="1">EMOTION</option><option  value="2">SENTIMENT</option><option  value="3">INFORMATION</option><option  value="4">OPINION</option></select></span></div></div><div><div><span><div class="form-item-title"></div><input type="hidden" name="507194988304674816_488687374906712065_490071704199528448_489138712732008448[sourcecat]" value="["EMOTION","SENTIMENT","INFORMATION","OPINION"]"/></span><span><div class="form-item-title"></div><input type="submit" name="507194988304674816_488687374906712065_490071704199528448_489138712732008448[submit]" action="" style="margin-left:40%;display:none;" class="button" value="Soumettre"/></span></div></div> 
    </form>',
    'result' => '<div id="item-result-0" class="item-result-false"><div style="padding-top:35px;">EMOTION</div></div><div id="item-result-1" class="item-result-false"><div style="padding-top:35px;">INFORMATION</div></div><div id="item-result-2" class="item-result-false"><div style="padding-top:35px;">OPINION</div></div><div id="item-result-3" class="item-result-false"><div style="padding-top:35px;">SENTIMENT</div></div><script>
    var children = jQuery("form").children();
    console.log(children);
    for(var i in children){
      var height = jQuery(children[i]).height();
      jQuery("#item-result-"+i).height(height-60);
      jQuery("#item-result-"+i).css("margin-top","60px");
    }
  </script>',
  ),
)
[19/11/2015 - 21:35:30] (::1|)  => array (
)
[19/11/2015 - 21:35:30] (::1|)  => array (
)
[19/11/2015 - 21:35:30] (::1|)  => array (
)
[19/11/2015 - 21:35:30] (::1|)  => array (
  'prevform' => 
  array (
    488374479215931392 => 
    array (
      'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_INSATISFACTION.xml',
